Spieltag,Team,Gegner,Tore,Gegentore,Wo,Platz,Kader,Formation,Wechsel
13,SV Stern Britz 1889,Berliner SC II,0,3,home,L,"Ziebarth – Frobenius, Schulz, B. Leci, Senay – Ehrich (58. Duman), Pyplatz – Höhna, Sik, Boanu (76. Özkaya) – L. Leci",4-2-3-1,2
13,Köpenicker FC,VfB Concordia Britz 1916,10,1,home,NR,"Thiemann – Laske (67. Klauke), Nischwitz, Carius, Möhle (59. Munsky) – Foth, Borchmeier (62. Stahnke), Hartmann, Weigelt (46. Wittenburg), Tauschwitz – J.-A. Ondo Mangue (24. Ilinseer)",4-5-1,5
13,Türkiyemspor Berlin,FC Viktoria 1889 Berlin II,2,1,home,NR,"E. Aktas – Thalhofer, Yilmas, Özen (82. Tozlu), Karaman – Simunovic – Tanis (90.+8 M. Pereira), Saberdest (89. R. Pereira), Uzun, Eskin (69. Faramarzi) – Kirimoglu",4-1-4-1,4
13,FSV Berolina Stralau 1901,BFC Meteor 06,2,4,home,NR,"Friese – Rolke, Nikolajewski, Schönfelder – Jonach, Schwarz, Reuter, Fischer (73. Kreisel) – Stricker (58. Diallo), Stier (75. Bresemann), Welch.",3-4-3,3
13,SC Borsigwalde 1910,Berliner SV 1892,1,3,home,S,"Kräft – Braga De Souza, Kummer, Weise, Erisen (46. Yaqoobi) – R. Ciao, Crone (46. Stefaniszin) – Rondinelli, Fu. Yildirim (79. Bartoschek), Bubner – Denis Cuesta (81. Miranda Silva)",4-2-3-1,4
13,TSV Rudow Berlin,BSV Al-Dersimspor,2,0,home,L,"Merke – Burda, Fürstenow, Becker (76. Thonfeld) – Youssef (89. Bayram), Wuthe (90.+1 Aktas), Hassane, Maykowski (90.+3 Mursai) – Frank – Günther, T. Sennur",3-4-1-2,4
13,FC Internationale Berlin 1980,BSV Eintracht Mahlsdorf II,1,2,away,S,"Del Fierro – Schindler, Costa Echeverria, Castro Barbera (66. French) – Schneider, Stanley (81. Guzman), Freitag, Topal, Marigo – Daus, De Rosnay (81. Bullock)",3-5-2,3
13,SV Empor Berlin II,BFC Preussen II,2,3,away,S,"Yusuff – Nixdorf (60. Braun), Thürigen, Schinzel, Bräkow – Cerny (73. Kühn), Seiler, Lippe – Tuckerman (60. Macketanz), Bochnia (20. Stolp), Drannaschk",4-3-3,4
13,Berliner SC II,SV Stern Britz 1889,3,0,away,L,"Schlicht – Riedel (46. Fildanboy), Ibrom, Leitner, Kaggelidids – Al-Habash (62. Heilmann), Einspannier, Niedenhoff, Akbulut (72. Drebes) – Glaser, Huse (46. Arsic)",4-4-2,4
13,VfB Concordia Britz 1916,Köpenicker FC,1,10,away,NR,"Meißner – Öztürk (63. Jordy Gase), Auctun (23. Da-Costa), Röchert, Köse – Weglöhner, Jerry J. Gase, Wieser (73. Yassine), Hasenbank, Kühn – Höhle (18. Souza Rosa)",4-5-1,4
13,FC Viktoria 1889 Berlin II,Türkiyemspor Berlin,1,2,away,NR,"Kühn – Westhäusser, Pereira Mendes, Littler, Stefanovic – Thiele, Herrmann – Almedom (67. Ait Manssour), Macias (62. Bendjelloul), Jeong (89. Nkrumah)– Ali (89. Stefanov)",4-2-3-1,4
13,BFC Meteor 06,FSV Berolina Stralau 1901,4,2,away,NR,"Begzadic – Schröder, Riese, Nerlich, Adigüzel – Karasu (46. Ugur), Zahlan – Saunders (78. Demiryürek), Taflaj (25. Ben Mustapha), Heimur (87. Celik) – Böhm (87. Hamiss)",4-2-3-1,5
13,Berliner SV 1892,SC Borsigwalde 1910,3,1,away,S,"Lüttschwager – Jost, Tedesco, Bechler – Charkov, Koschek, Gashi (66. Busche), Özsoy (9. Molalegn) – Tröger (87. Paschke), Sobczyk (72. Wolff), Zauner (87. Anker)",3-4-3,5
13,BSV Al-Dersimspor,TSV Rudow Berlin,0,2,away,L,"Boel – Zagmouz, Tonk, Awag, Kalkan (60. Kahraman) – Diokhane, Önal (90. Yildiz), Savkovic – Baba (90. Ucbaglar), Seyyidoglu (60. Krasniqi), Polat",4-3-3,4
14,BSV Eintracht Mahlsdorf II,TSV Rudow Berlin,0,0,home,S,"Streiter – Engfer, Grützner (46. Spigaht), Mansour, Stöver – Preiss, Maroske, Benkert – Halilcevic, Isberner, Reichenberger (72. Schmeißer)",4-3-3,2
14,SV Stern Britz 1889,SC Borsigwalde 1910,1,2,home,L,"Ziebarth – Frobenius, Schulz, Hauf (46. Senay), B. Leci – Wojan, Pyplatz (74. L. Leci) – Boanu, Duman, Höhna – Ehrich",4-2-3-1,2
14,FC Viktoria 1889 Berlin II,SV Empor Berlin II,1,1,home,S,"Kühn – Westhäusser, Littler, Pereira Mendes, Stefanovic – Almedom (71. Stefanov), Bendjelloul, Macias (76. Llauger), Herrmann, Ait Manssour – Ali (85. Nkrumah)",4-5-1,3
14,Berliner SC II,FSV Berolina Stralau 1901,1,0,home,S,"Schlicht – Riedel (66. Kausch), Leitner, Ibrom, Heilmann – Lilja (63. Kücükosman), Brecht, Niedenhoff, Glaser – Einspannier (81. Peter), Huse (54. Akbulut)",4-4-2,4
14,Berliner SV 1892,BFC Meteor 06,1,2,home,S,"Lüttschwager – Charkov, Tedesco, Jost, Bechler – Koschek, Gashi (46. Molalegn)– Zauner, Busche (71. Fischer) – Sobczyk (46. Wolff), Schleifenbaum (83. Elsaadawi)",4-2-2-2,4
14,FC Internationale Berlin 1980,VfB Concordia Britz 1916,7,1,home,S,"Gonzalez – Marigo, Schindler (56. Daus), Boeddinghaus, Bullock – Guzman (75. Schneider), Topal – Kranz (56. Weeks), Stanley, French (75. Castro Barbera) – De Rosnay (66. Chahed)",4-2-3-1,5
14,Türkiyemspor Berlin,BFC Preussen II,2,6,home,NR,"E. Aktas – Thalhofer (74. M. Pereira), Yilmas, Özen, Karaman – Simunovic – Tanis, Saberdest, Uzun, Demir (46. Tozlu) – Kirimoglu (77. Faramarzi)",4-1-4-1,3
14,BSV Al-Dersimspor,Köpenicker FC,1,5,home,S,"Boel – Kalkan, Zagmouz (46. Baba), Awag – Diokhane, Önal – Kahraman, Polat, Savkovic (62. Güngör) – Krasniqi (70. Schleifring), Seyvidoglu (62. Uchaglar)",3-2-3-2,4
14,TSV Rudow Berlin,BSV Eintracht Mahlsdorf II,0,0,away,S,"Gromotka – Burda, Fürstenow, Becker – Wuthe, Maykowski, Günther, T. Sennur (68. S. Sennur) – Thonfeld, Bayram (68. Youssef), Rötzscher (53. Tolaj, 77. Frank).",3-4-3,4
14,SC Borsigwalde 1910,SV Stern Britz 1889,2,1,away,L,"Kräft – Crone, Kummer, Fi. Yildirim, Braga De Souza – R. Ciao, Stefaniszin (78. A. Ciao) – Bubner (78. Bartoschek), Fu. Yildirim (90. Weise), Rondinelli (84. El-Okkla) – Denis Cuesta (69. Miranda Silva)",4-2-3-1,5
14,SV Empor Berlin II,FC Viktoria 1889 Berlin II,1,1,away,S,"Yusuff (37. Meyer) – Bräkow (80. Kurth), Nixdorf, Thürigen, Macketanz – Schinzel, Cerny (45.+3 Ettah), Udo – Stolp (66. Braun), Lippe, Drannaschk (89. Mentrup).",4-3-3,5
14,FSV Berolina Stralau 1901,Berliner SC II,0,1,away,S,"Friese – Jonach, Nikolajewski, Schönfelder – Bode (67. Diallo), Tsuchiya (58. Schwarz), Reuter, Heßler – Stricker (67. Häberle), Bresemann, Welch",3-4-3,3
14,BFC Meteor 06,Berliner SV 1892,2,1,away,S,"Begzadic (57. Suilmann) – Schröder, Nerlich, Riese, Adigüzel – Jantzen (79. Abouri), Karasu – Ben Mustapha (62. Saunders), Ugur (89. Celik), Heimur (79. Demiryürek) – Böhm",4-2-3-1,5
14,VfB Concordia Britz 1916,FC Internationale Berlin 1980,1,7,away,S,"Ketel – Jerry J. Gase, Röchert, Köse, Schmidtmann (72. Behrendt), Kühn (78. Bakiroglugil) – Yassine (62. Auctun), Lozynskyy, Wieser, Weglöhner – Jordy Gase (65. Gassen)",5-4-1,4
14,BFC Preussen II,Türkiyemspor Berlin,6,2,away,NR,"Hartmann – Hammoud, Kohlmann, Mucuk, Stahlberg – Hesse (46. Miggel), Müller (Feldmann) – De Sousa Oliveira (46. Özcan), Yilmaz, Ugbogbo (70. Henseler) – Isik (70. Engin)",4-2-3-1,5
14,Köpenicker FC,BSV Al-Dersimspor,5,1,away,S,"Seeber – Dietrich, Hamann, Carius (74. Klauke), Möhle (46. Nischwitz) – Foth (56. Munsky), Weigelt (68. Borchmeier), Wittenburg, Bohnsack (72. Stahnke) – Hartmann, Ilinseer",4-4-2,5
15,SC Borsigwalde 1910,TSV Rudow Berlin,0,0,home,S,"Kassem – Crone (68. Yaqoobi), Weise, El-Okkla, Braga de Souza – Kummer – Rondinelli (84. Cuesta), Stefaniszin, R.Ciao, Bubner (76. Motuk) – Miranda Silva",4-1-4-1,3
15,BFC Preussen II,BSV Al-Dersimspor,1,1,home,S,"Hartmann – Hammoud (86. Feldmann), Kohlmann, Mucuk, Miggel (74. Berner) – Nnaemeka-Chukwurah, Müller (46. Hesse) – Ugbogbo, Yilmaz, Özcan (66. Engin)– Isik.",4-2-3-1,4
15,SV Stern Britz 1889,FC Viktoria 1889 Berlin II,2,3,home,L,"Ziebarth – Frobenius, Schulz, B. Leci, Senay (58. Kemkes) – Wojan, Pyplatz (86. L. Leci) – Boanu (64. Höhna), Duman (46. Heikenfeld), Sik – Ehrich.",4-2-3-1,4
15,BFC Meteor 06,FC Internationale Berlin 1980,3,1,home,M,"Suilmann – Schröder, Riese, Nerlich, Adigüzel (90.+4 Katirci) – Zahlan (82. Ben Mustapha), Jantzen (67. Saunders)– Karasu, Ugur (88. Talaj), Heimur (78. Celik) – Böhm.",4-2-3-1,5
15,Köpenicker FC,Berliner SC II,2,0,home,NR,"Thiemann – Munsky (46. Hamann), Nischwitz, Carius, Dietrich – Bohnsack (79. J.-A. Ondo Mangue), Borchmeier (58. Klauke), Hartmann, Tauschwitz – Ilinseer (90.+2 Wiecker), Wittenburg.",4-4-2,4
15,BSV Eintracht Mahlsdorf II,Türkiyemspor Berlin,1,2,home,S,"Streiter – Eberl, Isberner, Grützner, Pötig – Spigaht (77. Reinke), Maroske, Preiss, Halilcevic – Völckert, Reichenberger.",4-4-2,1
15,FSV Berolina Stralau 1901,Berliner SV 1892,3,3,home,S,"Friese – Saiti (90.+2 Bode), Nikolajewski, Schönfelder, Jonach – Reuter, Schwarz – Rolke, Heßler (67. Stricker) – Adler (58. Stier), Bresemann (78. Leke).",4-2-2-2,4
15,VfB Concordia Britz 1916,SV Empor Berlin II,1,0,home,L,"Ketel – Köse, Behrendt, Wenke, Schmidtmann – Kühn (90.+5 Bakiroglugil), Jerry J. Gase (90.+3 Schäfer), Da-Costa (60. Auctun), Wieser, Yassine (46. Röchert) – Jordy Gase",4-5-1,4
15,TSV Rudow Berlin,SC Borsigwalde 1910,0,0,away,S,"Günther – Burda, Fürstenow, Becker – Frank, Hassane – Maykowski, Wuthe, Youssef – S. Sennur (76. Bayram), T. Sennur",3-2-3-2,1
15,BSV Al-Dersimspor,BFC Preussen II,1,1,away,S,"Baki – Kahraman (89. Yildiz), Tonk, Awag, Kalkan – Diokhane, Önal (90.+6 Filiz), Savkovic – Ucbaglar, Krasniqi (90.+5 Schleifring), Seyyidoglu (79. Güngör)",4-3-3,4
15,FC Viktoria 1889 Berlin II,SV Stern Britz 1889,3,2,away,L,"Kühn – Westhäusser, Nagel, Pereira Mendes, Stefanovic – Bendjelloul, Herrmann (74. Schlembach)– Jeong, Macias (46. Llauger), Ait Manssour (88. Stefanov)– Ali (68. Weinlein)",4-2-3-1,4
15,FC Internationale Berlin 1980,BFC Meteor 06,1,3,away,M,"Gonzalez – Castro Barbera (65. Bauder), Schindler, Boeddinghaus, Marigo – Freitag, Topal – Stanley, French, Schneider – Daus (80. Bullock)",4-2-3-1,2
15,Berliner SC II,Köpenicker FC,0,2,away,NR,"Schlicht – Joseski, Ibrom, Kausch (21. Arsic), Kaggelidids – Kücükosman (83. Antoniofrancisco), Niedenhoff (37. Akbulut), Brecht, Heilmann – Einspannier, Glaser (68. Dersch)",4-4-2,4
15,Türkiyemspor Berlin,BSV Eintracht Mahlsdorf II,2,1,away,S,"E. Aktas – Yoldas Emre, Demis, Karaman, M. Pereira – Simunovic – Faramarzi, Uzun, Saberdest, R. Pereira – Bernardes De Almeida",4-1-4-1,0
15,Berliner SV 1892,FSV Berolina Stralau 1901,3,3,away,S,"Hechtfisch – Anker (67. Molalegn), Jost, Tedesco, Bechler (75. Elsaadawi)– Zauner (67. Bellin), Koschek, Busche, Tröger – Wolff, Schleifenbaum",4-4-2,3
15,SV Empor Berlin II,VfB Concordia Britz 1916,0,1,away,L,"Meyer – Bräkow (86. Kurth), Thürigen (86. Wessel), Seiler, Macketanz (72. Ako) – Ettah, Schinzel, Udo – Braun (60. Mentrup), Lippe, Drannaschk",4-3-3,4
16,SV Stern Britz 1889,TSV Rudow Berlin,NA,NA,home,NA,NA,formation unclear,NA
16,VfB Concordia Britz 1916,FC Viktoria 1889 Berlin II,NA,NA,home,NA,NA,formation unclear,NA
16,BFC Meteor 06,SV Empor Berlin II,NA,NA,home,NA,NA,formation unclear,NA
16,BFC Preussen II,Berliner SC II,NA,NA,home,NA,NA,formation unclear,NA
16,SC Borsigwalde 1910,Türkiyemspor Berlin,NA,NA,home,NA,NA,formation unclear,NA
16,Köpenicker FC,Berliner SV 1892,NA,NA,home,NA,NA,formation unclear,NA
16,FSV Berolina Stralau 1901,FC Internationale Berlin 1980,NA,NA,home,NA,NA,formation unclear,NA
16,BSV Eintracht Mahlsdorf II,BSV Al-Dersimspor,NA,NA,home,NA,NA,formation unclear,NA
16,TSV Rudow Berlin,SV Stern Britz 1889,NA,NA,away,NA,NA,formation unclear,NA
16,FC Viktoria 1889 Berlin II,VfB Concordia Britz 1916,NA,NA,away,NA,NA,formation unclear,NA
16,SV Empor Berlin II,BFC Meteor 06,NA,NA,away,NA,NA,formation unclear,NA
16,Berliner SC II,BFC Preussen II,NA,NA,away,NA,NA,formation unclear,NA
16,Türkiyemspor Berlin,SC Borsigwalde 1910,NA,NA,away,NA,NA,formation unclear,NA
16,Berliner SV 1892,Köpenicker FC,NA,NA,away,NA,NA,formation unclear,NA
16,FC Internationale Berlin 1980,FSV Berolina Stralau 1901,NA,NA,away,NA,NA,formation unclear,NA
16,BSV Al-Dersimspor,BSV Eintracht Mahlsdorf II,NA,NA,away,NA,NA,formation unclear,NA
17,TSV Rudow Berlin,SC Borsigwalde 1910,NA,NA,home,NA,NA,formation unclear,NA
17,BSV Al-Dersimspor,BFC Preussen II,NA,NA,home,NA,NA,formation unclear,NA
17,FC Viktoria 1889 Berlin II,SV Stern Britz 1889,NA,NA,home,NA,NA,formation unclear,NA
17,FC Internationale Berlin 1980,BFC Meteor 06,NA,NA,home,NA,NA,formation unclear,NA
17,Berliner SC II,Köpenicker FC,NA,NA,home,NA,NA,formation unclear,NA
17,Türkiyemspor Berlin,BSV Eintracht Mahlsdorf II,NA,NA,home,NA,NA,formation unclear,NA
17,Berliner SV 1892,FSV Berolina Stralau 1901,NA,NA,home,NA,NA,formation unclear,NA
17,SV Empor Berlin II,VfB Concordia Britz 1916,NA,NA,home,NA,NA,formation unclear,NA
17,SC Borsigwalde 1910,TSV Rudow Berlin,NA,NA,away,NA,NA,formation unclear,NA
17,BFC Preussen II,BSV Al-Dersimspor,NA,NA,away,NA,NA,formation unclear,NA
17,SV Stern Britz 1889,FC Viktoria 1889 Berlin II,NA,NA,away,NA,NA,formation unclear,NA
17,BFC Meteor 06,FC Internationale Berlin 1980,NA,NA,away,NA,NA,formation unclear,NA
17,Köpenicker FC,Berliner SC II,NA,NA,away,NA,NA,formation unclear,NA
17,BSV Eintracht Mahlsdorf II,Türkiyemspor Berlin,NA,NA,away,NA,NA,formation unclear,NA
17,FSV Berolina Stralau 1901,Berliner SV 1892,NA,NA,away,NA,NA,formation unclear,NA
17,VfB Concordia Britz 1916,SV Empor Berlin II,NA,NA,away,NA,NA,formation unclear,NA
18,TSV Rudow Berlin,BSV Eintracht Mahlsdorf II,NA,NA,home,NA,NA,formation unclear,NA
18,SC Borsigwalde 1910,SV Stern Britz 1889,NA,NA,home,NA,NA,formation unclear,NA
18,SV Empor Berlin II,FC Viktoria 1889 Berlin II,NA,NA,home,NA,NA,formation unclear,NA
18,FSV Berolina Stralau 1901,Berliner SC II,NA,NA,home,NA,NA,formation unclear,NA
18,BFC Meteor 06,Berliner SV 1892,NA,NA,home,NA,NA,formation unclear,NA
18,VfB Concordia Britz 1916,FC Internationale Berlin 1980,NA,NA,home,NA,NA,formation unclear,NA
18,BFC Preussen II,Türkiyemspor Berlin,NA,NA,home,NA,NA,formation unclear,NA
18,Köpenicker FC,BSV Al-Dersimspor,NA,NA,home,NA,NA,formation unclear,NA
18,BSV Eintracht Mahlsdorf II,TSV Rudow Berlin,NA,NA,away,NA,NA,formation unclear,NA
18,SV Stern Britz 1889,SC Borsigwalde 1910,NA,NA,away,NA,NA,formation unclear,NA
18,FC Viktoria 1889 Berlin II,SV Empor Berlin II,NA,NA,away,NA,NA,formation unclear,NA
18,Berliner SC II,FSV Berolina Stralau 1901,NA,NA,away,NA,NA,formation unclear,NA
18,Berliner SV 1892,BFC Meteor 06,NA,NA,away,NA,NA,formation unclear,NA
18,FC Internationale Berlin 1980,VfB Concordia Britz 1916,NA,NA,away,NA,NA,formation unclear,NA
18,Türkiyemspor Berlin,BFC Preussen II,NA,NA,away,NA,NA,formation unclear,NA
18,BSV Al-Dersimspor,Köpenicker FC,NA,NA,away,NA,NA,formation unclear,NA
19,TSV Rudow Berlin,BFC Preussen II,NA,NA,home,NA,NA,formation unclear,NA
19,FC Internationale Berlin 1980,SV Empor Berlin II,NA,NA,home,NA,NA,formation unclear,NA
19,Berliner SC II,BFC Meteor 06,NA,NA,home,NA,NA,formation unclear,NA
19,Türkiyemspor Berlin,Köpenicker FC,NA,NA,home,NA,NA,formation unclear,NA
19,SV Stern Britz 1889,BSV Eintracht Mahlsdorf II,NA,NA,home,NA,NA,formation unclear,NA
19,FC Viktoria 1889 Berlin II,SC Borsigwalde 1910,NA,NA,home,NA,NA,formation unclear,NA
19,Berliner SV 1892,VfB Concordia Britz 1916,NA,NA,home,NA,NA,formation unclear,NA
19,BSV Al-Dersimspor,FSV Berolina Stralau 1901,NA,NA,home,NA,NA,formation unclear,NA
19,BFC Preussen II,TSV Rudow Berlin,NA,NA,away,NA,NA,formation unclear,NA
19,SV Empor Berlin II,FC Internationale Berlin 1980,NA,NA,away,NA,NA,formation unclear,NA
19,BFC Meteor 06,Berliner SC II,NA,NA,away,NA,NA,formation unclear,NA
19,Köpenicker FC,Türkiyemspor Berlin,NA,NA,away,NA,NA,formation unclear,NA
19,BSV Eintracht Mahlsdorf II,SV Stern Britz 1889,NA,NA,away,NA,NA,formation unclear,NA
19,SC Borsigwalde 1910,FC Viktoria 1889 Berlin II,NA,NA,away,NA,NA,formation unclear,NA
19,VfB Concordia Britz 1916,Berliner SV 1892,NA,NA,away,NA,NA,formation unclear,NA
19,FSV Berolina Stralau 1901,BSV Al-Dersimspor,NA,NA,away,NA,NA,formation unclear,NA
20,BFC Meteor 06,BSV Al-Dersimspor,NA,NA,home,NA,NA,formation unclear,NA
20,BFC Preussen II,SV Stern Britz 1889,NA,NA,home,NA,NA,formation unclear,NA
20,Köpenicker FC,TSV Rudow Berlin,NA,NA,home,NA,NA,formation unclear,NA
20,FC Internationale Berlin 1980,FC Viktoria 1889 Berlin II,NA,NA,home,NA,NA,formation unclear,NA
20,VfB Concordia Britz 1916,Berliner SC II,NA,NA,home,NA,NA,formation unclear,NA
20,SV Empor Berlin II,Berliner SV 1892,NA,NA,home,NA,NA,formation unclear,NA
20,BSV Eintracht Mahlsdorf II,SC Borsigwalde 1910,NA,NA,home,NA,NA,formation unclear,NA
20,FSV Berolina Stralau 1901,Türkiyemspor Berlin,NA,NA,home,NA,NA,formation unclear,NA
20,BSV Al-Dersimspor,BFC Meteor 06,NA,NA,away,NA,NA,formation unclear,NA
20,SV Stern Britz 1889,BFC Preussen II,NA,NA,away,NA,NA,formation unclear,NA
20,TSV Rudow Berlin,Köpenicker FC,NA,NA,away,NA,NA,formation unclear,NA
20,FC Viktoria 1889 Berlin II,FC Internationale Berlin 1980,NA,NA,away,NA,NA,formation unclear,NA
20,Berliner SC II,VfB Concordia Britz 1916,NA,NA,away,NA,NA,formation unclear,NA
20,Berliner SV 1892,SV Empor Berlin II,NA,NA,away,NA,NA,formation unclear,NA
20,SC Borsigwalde 1910,BSV Eintracht Mahlsdorf II,NA,NA,away,NA,NA,formation unclear,NA
20,Türkiyemspor Berlin,FSV Berolina Stralau 1901,NA,NA,away,NA,NA,formation unclear,NA
21,BFC Meteor 06,TSV Rudow Berlin,NA,NA,home,NA,NA,formation unclear,NA
21,FSV Berolina Stralau 1901,SV Stern Britz 1889,NA,NA,home,NA,NA,formation unclear,NA
21,Berliner SV 1892,FC Viktoria 1889 Berlin II,NA,NA,home,NA,NA,formation unclear,NA
21,BFC Preussen II,BSV Eintracht Mahlsdorf II,NA,NA,home,NA,NA,formation unclear,NA
21,FC Internationale Berlin 1980,Berliner SC II,NA,NA,home,NA,NA,formation unclear,NA
21,Köpenicker FC,SC Borsigwalde 1910,NA,NA,home,NA,NA,formation unclear,NA
21,VfB Concordia Britz 1916,Türkiyemspor Berlin,NA,NA,home,NA,NA,formation unclear,NA
21,SV Empor Berlin II,BSV Al-Dersimspor,NA,NA,home,NA,NA,formation unclear,NA
21,TSV Rudow Berlin,BFC Meteor 06,NA,NA,away,NA,NA,formation unclear,NA
21,SV Stern Britz 1889,FSV Berolina Stralau 1901,NA,NA,away,NA,NA,formation unclear,NA
21,FC Viktoria 1889 Berlin II,Berliner SV 1892,NA,NA,away,NA,NA,formation unclear,NA
21,BSV Eintracht Mahlsdorf II,BFC Preussen II,NA,NA,away,NA,NA,formation unclear,NA
21,Berliner SC II,FC Internationale Berlin 1980,NA,NA,away,NA,NA,formation unclear,NA
21,SC Borsigwalde 1910,Köpenicker FC,NA,NA,away,NA,NA,formation unclear,NA
21,Türkiyemspor Berlin,VfB Concordia Britz 1916,NA,NA,away,NA,NA,formation unclear,NA
21,BSV Al-Dersimspor,SV Empor Berlin II,NA,NA,away,NA,NA,formation unclear,NA
22,BSV Al-Dersimspor,FC Internationale Berlin 1980,NA,NA,home,NA,NA,formation unclear,NA
22,FC Viktoria 1889 Berlin II,BFC Preussen II,NA,NA,home,NA,NA,formation unclear,NA
22,SV Stern Britz 1889,BFC Meteor 06,NA,NA,home,NA,NA,formation unclear,NA
22,BSV Eintracht Mahlsdorf II,Köpenicker FC,NA,NA,home,NA,NA,formation unclear,NA
22,Türkiyemspor Berlin,SV Empor Berlin II,NA,NA,home,NA,NA,formation unclear,NA
22,Berliner SC II,Berliner SV 1892,NA,NA,home,NA,NA,formation unclear,NA
22,TSV Rudow Berlin,VfB Concordia Britz 1916,NA,NA,home,NA,NA,formation unclear,NA
22,SC Borsigwalde 1910,FSV Berolina Stralau 1901,NA,NA,home,NA,NA,formation unclear,NA
22,FC Internationale Berlin 1980,BSV Al-Dersimspor,NA,NA,away,NA,NA,formation unclear,NA
22,BFC Preussen II,FC Viktoria 1889 Berlin II,NA,NA,away,NA,NA,formation unclear,NA
22,BFC Meteor 06,SV Stern Britz 1889,NA,NA,away,NA,NA,formation unclear,NA
22,Köpenicker FC,BSV Eintracht Mahlsdorf II,NA,NA,away,NA,NA,formation unclear,NA
22,SV Empor Berlin II,Türkiyemspor Berlin,NA,NA,away,NA,NA,formation unclear,NA
22,Berliner SV 1892,Berliner SC II,NA,NA,away,NA,NA,formation unclear,NA
22,VfB Concordia Britz 1916,TSV Rudow Berlin,NA,NA,away,NA,NA,formation unclear,NA
22,FSV Berolina Stralau 1901,SC Borsigwalde 1910,NA,NA,away,NA,NA,formation unclear,NA
23,FC Viktoria 1889 Berlin II,TSV Rudow Berlin,NA,NA,home,NA,NA,formation unclear,NA
23,VfB Concordia Britz 1916,BFC Meteor 06,NA,NA,home,NA,NA,formation unclear,NA
23,Berliner SV 1892,BFC Preussen II,NA,NA,home,NA,NA,formation unclear,NA
23,Türkiyemspor Berlin,SV Stern Britz 1889,NA,NA,home,NA,NA,formation unclear,NA
23,FC Internationale Berlin 1980,Köpenicker FC,NA,NA,home,NA,NA,formation unclear,NA
23,Berliner SC II,BSV Eintracht Mahlsdorf II,NA,NA,home,NA,NA,formation unclear,NA
23,BSV Al-Dersimspor,SC Borsigwalde 1910,NA,NA,home,NA,NA,formation unclear,NA
23,SV Empor Berlin II,FSV Berolina Stralau 1901,NA,NA,home,NA,NA,formation unclear,NA
23,TSV Rudow Berlin,FC Viktoria 1889 Berlin II,NA,NA,away,NA,NA,formation unclear,NA
23,BFC Meteor 06,VfB Concordia Britz 1916,NA,NA,away,NA,NA,formation unclear,NA
23,BFC Preussen II,Berliner SV 1892,NA,NA,away,NA,NA,formation unclear,NA
23,SV Stern Britz 1889,Türkiyemspor Berlin,NA,NA,away,NA,NA,formation unclear,NA
23,Köpenicker FC,FC Internationale Berlin 1980,NA,NA,away,NA,NA,formation unclear,NA
23,BSV Eintracht Mahlsdorf II,Berliner SC II,NA,NA,away,NA,NA,formation unclear,NA
23,SC Borsigwalde 1910,BSV Al-Dersimspor,NA,NA,away,NA,NA,formation unclear,NA
23,FSV Berolina Stralau 1901,SV Empor Berlin II,NA,NA,away,NA,NA,formation unclear,NA
24,TSV Rudow Berlin,FC Internationale Berlin 1980,NA,NA,home,NA,NA,formation unclear,NA
24,BSV Eintracht Mahlsdorf II,BFC Meteor 06,NA,NA,home,NA,NA,formation unclear,NA
24,FC Viktoria 1889 Berlin II,Köpenicker FC,NA,NA,home,NA,NA,formation unclear,NA
24,SV Stern Britz 1889,SV Empor Berlin II,NA,NA,home,NA,NA,formation unclear,NA
24,BSV Al-Dersimspor,Berliner SC II,NA,NA,home,NA,NA,formation unclear,NA
24,Türkiyemspor Berlin,Berliner SV 1892,NA,NA,home,NA,NA,formation unclear,NA
24,BFC Preussen II,FSV Berolina Stralau 1901,NA,NA,home,NA,NA,formation unclear,NA
24,SC Borsigwalde 1910,VfB Concordia Britz 1916,NA,NA,home,NA,NA,formation unclear,NA
24,FC Internationale Berlin 1980,TSV Rudow Berlin,NA,NA,away,NA,NA,formation unclear,NA
24,BFC Meteor 06,BSV Eintracht Mahlsdorf II,NA,NA,away,NA,NA,formation unclear,NA
24,Köpenicker FC,FC Viktoria 1889 Berlin II,NA,NA,away,NA,NA,formation unclear,NA
24,SV Empor Berlin II,SV Stern Britz 1889,NA,NA,away,NA,NA,formation unclear,NA
24,Berliner SC II,BSV Al-Dersimspor,NA,NA,away,NA,NA,formation unclear,NA
24,Berliner SV 1892,Türkiyemspor Berlin,NA,NA,away,NA,NA,formation unclear,NA
24,FSV Berolina Stralau 1901,BFC Preussen II,NA,NA,away,NA,NA,formation unclear,NA
24,VfB Concordia Britz 1916,SC Borsigwalde 1910,NA,NA,away,NA,NA,formation unclear,NA
25,BFC Meteor 06,SC Borsigwalde 1910,NA,NA,home,NA,NA,formation unclear,NA
25,VfB Concordia Britz 1916,SV Stern Britz 1889,NA,NA,home,NA,NA,formation unclear,NA
25,Köpenicker FC,BFC Preussen II,NA,NA,home,NA,NA,formation unclear,NA
25,SV Empor Berlin II,TSV Rudow Berlin,NA,NA,home,NA,NA,formation unclear,NA
25,Berliner SC II,FC Viktoria 1889 Berlin II,NA,NA,home,NA,NA,formation unclear,NA
25,FSV Berolina Stralau 1901,BSV Eintracht Mahlsdorf II,NA,NA,home,NA,NA,formation unclear,NA
25,FC Internationale Berlin 1980,Türkiyemspor Berlin,NA,NA,home,NA,NA,formation unclear,NA
