matchday,H,A,Tore_H,Tore_A,where
8,BFC Preussen II,SC Berliner Amateure,NA,NA,away
8,Friedenauer TSC,SF Johannisthal,NA,NA,away
8,1.FC Schöneberg,SC Borsigwalde,NA,NA,away
8,BSV Hürtürkel,Berolina Mitte,NA,NA,away
9,BFC Preussen II,SF Johannisthal,NA,NA,home
9,Pfeffersport,SC Borsigwalde,NA,NA,home
9,Berliner SC II,FC Internationale Berlin,NA,NA,home
9,BSV 1892,Berlin Hilalspor,NA,NA,home
9,1.FC Schöneberg,SC Berliner Amateure,NA,NA,home
9,BSV Hürtürkel,DJK Schwarz-Weiß Neukölln,NA,NA,home
9,Friedenauer TSC,Berolina Mitte,NA,NA,home
9,SF Charlottenburg-Wilmersdorf 03,SV Empor Berlin II,NA,NA,home
9,SF Johannisthal,BFC Preussen II,NA,NA,away
9,SC Borsigwalde,Pfeffersport,NA,NA,away
9,FC Internationale Berlin,Berliner SC II,NA,NA,away
9,Berlin Hilalspor,BSV 1892,NA,NA,away
9,SC Berliner Amateure,1.FC Schöneberg,NA,NA,away
9,DJK Schwarz-Weiß Neukölln,BSV Hürtürkel,NA,NA,away
9,Berolina Mitte,Friedenauer TSC,NA,NA,away
9,SV Empor Berlin II,SF Charlottenburg-Wilmersdorf 03,NA,NA,away
10,FC Internationale Berlin,SV Empor Berlin II,NA,NA,home
10,DJK Schwarz-Weiß Neukölln,SC Borsigwalde,NA,NA,home
10,BSV 1892,SF Charlottenburg-Wilmersdorf 03,NA,NA,home
10,BSV Hürtürkel,1.FC Schöneberg,NA,NA,home
10,Berliner SC II,Pfeffersport,NA,NA,home
10,Berlin Hilalspor,SF Johannisthal,NA,NA,home
10,Friedenauer TSC,BFC Preussen II,NA,NA,home
10,Berolina Mitte,SC Berliner Amateure,NA,NA,home
10,SV Empor Berlin II,FC Internationale Berlin,NA,NA,away
10,SC Borsigwalde,DJK Schwarz-Weiß Neukölln,NA,NA,away
10,SF Charlottenburg-Wilmersdorf 03,BSV 1892,NA,NA,away
10,1.FC Schöneberg,BSV Hürtürkel,NA,NA,away
10,Pfeffersport,Berliner SC II,NA,NA,away
10,SF Johannisthal,Berlin Hilalspor,NA,NA,away
10,BFC Preussen II,Friedenauer TSC,NA,NA,away
10,SC Berliner Amateure,Berolina Mitte,NA,NA,away
11,BFC Preussen II,1.FC Schöneberg,NA,NA,home
11,FC Internationale Berlin,SC Berliner Amateure,NA,NA,home
11,Berliner SC II,SV Empor Berlin II,NA,NA,home
11,DJK Schwarz-Weiß Neukölln,SF Johannisthal,NA,NA,home
11,BSV 1892,SC Borsigwalde,NA,NA,home
11,BSV Hürtürkel,SF Charlottenburg-Wilmersdorf 03,NA,NA,home
11,Berlin Hilalspor,Berolina Mitte,NA,NA,home
11,Friedenauer TSC,Pfeffersport,NA,NA,home
11,1.FC Schöneberg,BFC Preussen II,NA,NA,away
11,SC Berliner Amateure,FC Internationale Berlin,NA,NA,away
11,SV Empor Berlin II,Berliner SC II,NA,NA,away
11,SF Johannisthal,DJK Schwarz-Weiß Neukölln,NA,NA,away
11,SC Borsigwalde,BSV 1892,NA,NA,away
11,SF Charlottenburg-Wilmersdorf 03,BSV Hürtürkel,NA,NA,away
11,Berolina Mitte,Berlin Hilalspor,NA,NA,away
11,Pfeffersport,Friedenauer TSC,NA,NA,away
12,Pfeffersport,BFC Preussen II,NA,NA,home
12,SV Empor Berlin II,BSV Hürtürkel,NA,NA,home
12,SF Charlottenburg-Wilmersdorf 03,Friedenauer TSC,NA,NA,home
12,Berlin Hilalspor,1.FC Schöneberg,NA,NA,home
12,SC Berliner Amateure,BSV 1892,NA,NA,home
12,SF Johannisthal,FC Internationale Berlin,NA,NA,home
12,SC Borsigwalde,Berliner SC II,NA,NA,home
12,Berolina Mitte,DJK Schwarz-Weiß Neukölln,NA,NA,home
12,BFC Preussen II,Pfeffersport,NA,NA,away
12,BSV Hürtürkel,SV Empor Berlin II,NA,NA,away
12,Friedenauer TSC,SF Charlottenburg-Wilmersdorf 03,NA,NA,away
12,1.FC Schöneberg,Berlin Hilalspor,NA,NA,away
12,BSV 1892,SC Berliner Amateure,NA,NA,away
12,FC Internationale Berlin,SF Johannisthal,NA,NA,away
12,Berliner SC II,SC Borsigwalde,NA,NA,away
12,DJK Schwarz-Weiß Neukölln,Berolina Mitte,NA,NA,away
13,1.FC Schöneberg,Friedenauer TSC,NA,NA,home
13,BFC Preussen II,Berlin Hilalspor,NA,NA,home
13,SF Johannisthal,Berolina Mitte,NA,NA,home
13,SC Berliner Amateure,DJK Schwarz-Weiß Neukölln,NA,NA,home
13,SC Borsigwalde,FC Internationale Berlin,NA,NA,home
13,SV Empor Berlin II,BSV 1892,NA,NA,home
13,SF Charlottenburg-Wilmersdorf 03,Berliner SC II,NA,NA,home
13,Pfeffersport,BSV Hürtürkel,NA,NA,home
13,Friedenauer TSC,1.FC Schöneberg,NA,NA,away
13,Berlin Hilalspor,BFC Preussen II,NA,NA,away
13,Berolina Mitte,SF Johannisthal,NA,NA,away
13,DJK Schwarz-Weiß Neukölln,SC Berliner Amateure,NA,NA,away
13,FC Internationale Berlin,SC Borsigwalde,NA,NA,away
13,BSV 1892,SV Empor Berlin II,NA,NA,away
13,Berliner SC II,SF Charlottenburg-Wilmersdorf 03,NA,NA,away
13,BSV Hürtürkel,Pfeffersport,NA,NA,away
14,BFC Preussen II,SF Charlottenburg-Wilmersdorf 03,NA,NA,home
14,FC Internationale Berlin,Berolina Mitte,NA,NA,home
14,Berliner SC II,SC Berliner Amateure,NA,NA,home
14,DJK Schwarz-Weiß Neukölln,Berlin Hilalspor,NA,NA,home
14,BSV 1892,SF Johannisthal,NA,NA,home
14,BSV Hürtürkel,SC Borsigwalde,NA,NA,home
14,1.FC Schöneberg,Pfeffersport,NA,NA,home
14,Friedenauer TSC,SV Empor Berlin II,NA,NA,home
14,SF Charlottenburg-Wilmersdorf 03,BFC Preussen II,NA,NA,away
14,Berolina Mitte,FC Internationale Berlin,NA,NA,away
14,SC Berliner Amateure,Berliner SC II,NA,NA,away
14,Berlin Hilalspor,DJK Schwarz-Weiß Neukölln,NA,NA,away
14,SF Johannisthal,BSV 1892,NA,NA,away
14,SC Borsigwalde,BSV Hürtürkel,NA,NA,away
14,Pfeffersport,1.FC Schöneberg,NA,NA,away
14,SV Empor Berlin II,Friedenauer TSC,NA,NA,away
15,FC Internationale Berlin,BSV Hürtürkel,NA,NA,home
15,DJK Schwarz-Weiß Neukölln,Friedenauer TSC,NA,NA,home
15,BSV 1892,Berliner SC II,NA,NA,home
15,Berlin Hilalspor,SV Empor Berlin II,NA,NA,home
15,SC Berliner Amateure,Pfeffersport,NA,NA,home
15,SF Johannisthal,1.FC Schöneberg,NA,NA,home
15,SC Borsigwalde,SF Charlottenburg-Wilmersdorf 03,NA,NA,home
15,Berolina Mitte,BFC Preussen II,NA,NA,home
15,BSV Hürtürkel,FC Internationale Berlin,NA,NA,away
15,Friedenauer TSC,DJK Schwarz-Weiß Neukölln,NA,NA,away
15,Berliner SC II,BSV 1892,NA,NA,away
15,SV Empor Berlin II,Berlin Hilalspor,NA,NA,away
15,Pfeffersport,SC Berliner Amateure,NA,NA,away
15,1.FC Schöneberg,SF Johannisthal,NA,NA,away
15,SF Charlottenburg-Wilmersdorf 03,SC Borsigwalde,NA,NA,away
15,BFC Preussen II,Berolina Mitte,NA,NA,away
16,SC Borsigwalde,BFC Preussen II,NA,NA,home
16,Berlin Hilalspor,FC Internationale Berlin,NA,NA,home
16,Berolina Mitte,Berliner SC II,NA,NA,home
16,SC Berliner Amateure,Friedenauer TSC,NA,NA,home
16,SF Charlottenburg-Wilmersdorf 03,Pfeffersport,NA,NA,home
16,DJK Schwarz-Weiß Neukölln,BSV 1892,NA,NA,home
16,SV Empor Berlin II,1.FC Schöneberg,NA,NA,home
16,SF Johannisthal,BSV Hürtürkel,NA,NA,home
16,BFC Preussen II,SC Borsigwalde,NA,NA,away
16,FC Internationale Berlin,Berlin Hilalspor,NA,NA,away
16,Berliner SC II,Berolina Mitte,NA,NA,away
16,Friedenauer TSC,SC Berliner Amateure,NA,NA,away
16,Pfeffersport,SF Charlottenburg-Wilmersdorf 03,NA,NA,away
16,BSV 1892,DJK Schwarz-Weiß Neukölln,NA,NA,away
16,1.FC Schöneberg,SV Empor Berlin II,NA,NA,away
16,BSV Hürtürkel,SF Johannisthal,NA,NA,away
17,BSV 1892,FC Internationale Berlin,NA,NA,home
17,Pfeffersport,SV Empor Berlin II,NA,NA,home
17,Berliner SC II,DJK Schwarz-Weiß Neukölln,NA,NA,home
17,SF Charlottenburg-Wilmersdorf 03,Berlin Hilalspor,NA,NA,home
17,BFC Preussen II,SC Berliner Amateure,NA,NA,home
17,Friedenauer TSC,SF Johannisthal,NA,NA,home
17,1.FC Schöneberg,SC Borsigwalde,NA,NA,home
17,BSV Hürtürkel,Berolina Mitte,NA,NA,home
17,FC Internationale Berlin,BSV 1892,NA,NA,away
17,SV Empor Berlin II,Pfeffersport,NA,NA,away
17,DJK Schwarz-Weiß Neukölln,Berliner SC II,NA,NA,away
17,Berlin Hilalspor,SF Charlottenburg-Wilmersdorf 03,NA,NA,away
17,SC Berliner Amateure,BFC Preussen II,NA,NA,away
17,SF Johannisthal,Friedenauer TSC,NA,NA,away
17,SC Borsigwalde,1.FC Schöneberg,NA,NA,away
17,Berolina Mitte,BSV Hürtürkel,NA,NA,away
18,SF Johannisthal,BFC Preussen II,NA,NA,home
18,SC Borsigwalde,Pfeffersport,NA,NA,home
18,FC Internationale Berlin,Berliner SC II,NA,NA,home
18,Berlin Hilalspor,BSV 1892,NA,NA,home
18,SC Berliner Amateure,1.FC Schöneberg,NA,NA,home
18,DJK Schwarz-Weiß Neukölln,BSV Hürtürkel,NA,NA,home
18,Berolina Mitte,Friedenauer TSC,NA,NA,home
18,SV Empor Berlin II,SF Charlottenburg-Wilmersdorf 03,NA,NA,home
18,BFC Preussen II,SF Johannisthal,NA,NA,away
18,Pfeffersport,SC Borsigwalde,NA,NA,away
18,Berliner SC II,FC Internationale Berlin,NA,NA,away
18,BSV 1892,Berlin Hilalspor,NA,NA,away
18,1.FC Schöneberg,SC Berliner Amateure,NA,NA,away
18,BSV Hürtürkel,DJK Schwarz-Weiß Neukölln,NA,NA,away
18,Friedenauer TSC,Berolina Mitte,NA,NA,away
18,SF Charlottenburg-Wilmersdorf 03,SV Empor Berlin II,NA,NA,away
19,BSV Hürtürkel,FC Internationale Berlin,NA,NA,home
19,Friedenauer TSC,DJK Schwarz-Weiß Neukölln,NA,NA,home
19,Berliner SC II,BSV 1892,NA,NA,home
19,SV Empor Berlin II,Berlin Hilalspor,NA,NA,home
19,Pfeffersport,SC Berliner Amateure,NA,NA,home
19,1.FC Schöneberg,SF Johannisthal,NA,NA,home
19,SF Charlottenburg-Wilmersdorf 03,SC Borsigwalde,NA,NA,home
19,BFC Preussen II,Berolina Mitte,NA,NA,home
19,FC Internationale Berlin,BSV Hürtürkel,NA,NA,away
19,DJK Schwarz-Weiß Neukölln,Friedenauer TSC,NA,NA,away
19,BSV 1892,Berliner SC II,NA,NA,away
19,Berlin Hilalspor,SV Empor Berlin II,NA,NA,away
19,SC Berliner Amateure,Pfeffersport,NA,NA,away
19,SF Johannisthal,1.FC Schöneberg,NA,NA,away
19,SC Borsigwalde,SF Charlottenburg-Wilmersdorf 03,NA,NA,away
19,Berolina Mitte,BFC Preussen II,NA,NA,away
20,DJK Schwarz-Weiß Neukölln,BFC Preussen II,NA,NA,home
20,FC Internationale Berlin,Friedenauer TSC,NA,NA,home
20,SF Johannisthal,Pfeffersport,NA,NA,home
20,SC Borsigwalde,SV Empor Berlin II,NA,NA,home
20,Berlin Hilalspor,Berliner SC II,NA,NA,home
20,Berolina Mitte,1.FC Schöneberg,NA,NA,home
20,BSV 1892,BSV Hürtürkel,NA,NA,home
20,SC Berliner Amateure,SF Charlottenburg-Wilmersdorf 03,NA,NA,home
20,BFC Preussen II,DJK Schwarz-Weiß Neukölln,NA,NA,away
20,Friedenauer TSC,FC Internationale Berlin,NA,NA,away
20,Pfeffersport,SF Johannisthal,NA,NA,away
20,SV Empor Berlin II,SC Borsigwalde,NA,NA,away
20,Berliner SC II,Berlin Hilalspor,NA,NA,away
20,1.FC Schöneberg,Berolina Mitte,NA,NA,away
20,BSV Hürtürkel,BSV 1892,NA,NA,away
20,SF Charlottenburg-Wilmersdorf 03,SC Berliner Amateure,NA,NA,away
21,BFC Preussen II,FC Internationale Berlin,NA,NA,home
21,1.FC Schöneberg,DJK Schwarz-Weiß Neukölln,NA,NA,home
21,Friedenauer TSC,BSV 1892,NA,NA,home
21,SC Borsigwalde,Berlin Hilalspor,NA,NA,home
21,SV Empor Berlin II,SC Berliner Amateure,NA,NA,home
21,SF Charlottenburg-Wilmersdorf 03,SF Johannisthal,NA,NA,home
21,Pfeffersport,Berolina Mitte,NA,NA,home
21,BSV Hürtürkel,Berliner SC II,NA,NA,home
21,FC Internationale Berlin,BFC Preussen II,NA,NA,away
21,DJK Schwarz-Weiß Neukölln,1.FC Schöneberg,NA,NA,away
21,BSV 1892,Friedenauer TSC,NA,NA,away
21,Berlin Hilalspor,SC Borsigwalde,NA,NA,away
21,SC Berliner Amateure,SV Empor Berlin II,NA,NA,away
21,SF Johannisthal,SF Charlottenburg-Wilmersdorf 03,NA,NA,away
21,Berolina Mitte,Pfeffersport,NA,NA,away
21,Berliner SC II,BSV Hürtürkel,NA,NA,away
22,1.FC Schöneberg,BFC Preussen II,NA,NA,home
22,SC Berliner Amateure,FC Internationale Berlin,NA,NA,home
22,SV Empor Berlin II,Berliner SC II,NA,NA,home
22,SF Johannisthal,DJK Schwarz-Weiß Neukölln,NA,NA,home
22,SC Borsigwalde,BSV 1892,NA,NA,home
22,SF Charlottenburg-Wilmersdorf 03,BSV Hürtürkel,NA,NA,home
22,Berolina Mitte,Berlin Hilalspor,NA,NA,home
22,Pfeffersport,Friedenauer TSC,NA,NA,home
22,BFC Preussen II,1.FC Schöneberg,NA,NA,away
22,FC Internationale Berlin,SC Berliner Amateure,NA,NA,away
22,Berliner SC II,SV Empor Berlin II,NA,NA,away
22,DJK Schwarz-Weiß Neukölln,SF Johannisthal,NA,NA,away
22,BSV 1892,SC Borsigwalde,NA,NA,away
22,BSV Hürtürkel,SF Charlottenburg-Wilmersdorf 03,NA,NA,away
22,Berlin Hilalspor,Berolina Mitte,NA,NA,away
22,Friedenauer TSC,Pfeffersport,NA,NA,away
23,BSV 1892,BFC Preussen II,NA,NA,home
23,Berliner SC II,Friedenauer TSC,NA,NA,home
23,DJK Schwarz-Weiß Neukölln,Pfeffersport,NA,NA,home
23,SF Johannisthal,SV Empor Berlin II,NA,NA,home
23,Berlin Hilalspor,BSV Hürtürkel,NA,NA,home
23,Berolina Mitte,SF Charlottenburg-Wilmersdorf 03,NA,NA,home
23,FC Internationale Berlin,1.FC Schöneberg,NA,NA,home
23,SC Berliner Amateure,SC Borsigwalde,NA,NA,home
23,BFC Preussen II,BSV 1892,NA,NA,away
23,Friedenauer TSC,Berliner SC II,NA,NA,away
23,Pfeffersport,DJK Schwarz-Weiß Neukölln,NA,NA,away
23,SV Empor Berlin II,SF Johannisthal,NA,NA,away
23,BSV Hürtürkel,Berlin Hilalspor,NA,NA,away
23,SF Charlottenburg-Wilmersdorf 03,Berolina Mitte,NA,NA,away
23,1.FC Schöneberg,FC Internationale Berlin,NA,NA,away
23,SC Borsigwalde,SC Berliner Amateure,NA,NA,away
24,Pfeffersport,FC Internationale Berlin,NA,NA,home
24,BFC Preussen II,Berliner SC II,NA,NA,home
24,SF Charlottenburg-Wilmersdorf 03,DJK Schwarz-Weiß Neukölln,NA,NA,home
24,1.FC Schöneberg,BSV 1892,NA,NA,home
24,Friedenauer TSC,BSV Hürtürkel,NA,NA,home
24,SC Berliner Amateure,Berlin Hilalspor,NA,NA,home
24,SC Borsigwalde,SF Johannisthal,NA,NA,home
24,SV Empor Berlin II,Berolina Mitte,NA,NA,home
24,FC Internationale Berlin,Pfeffersport,NA,NA,away
24,Berliner SC II,BFC Preussen II,NA,NA,away
24,DJK Schwarz-Weiß Neukölln,SF Charlottenburg-Wilmersdorf 03,NA,NA,away
24,BSV 1892,1.FC Schöneberg,NA,NA,away
24,BSV Hürtürkel,Friedenauer TSC,NA,NA,away
24,Berlin Hilalspor,SC Berliner Amateure,NA,NA,away
24,SF Johannisthal,SC Borsigwalde,NA,NA,away
24,Berolina Mitte,SV Empor Berlin II,NA,NA,away
25,BSV Hürtürkel,BFC Preussen II,NA,NA,home
25,BSV 1892,Pfeffersport,NA,NA,home
25,DJK Schwarz-Weiß Neukölln,SV Empor Berlin II,NA,NA,home
25,Berliner SC II,1.FC Schöneberg,NA,NA,home
25,FC Internationale Berlin,SF Charlottenburg-Wilmersdorf 03,NA,NA,home
25,SF Johannisthal,SC Berliner Amateure,NA,NA,home
25,Berlin Hilalspor,Friedenauer TSC,NA,NA,home
25,Berolina Mitte,SC Borsigwalde,NA,NA,home
25,BFC Preussen II,BSV Hürtürkel,NA,NA,away
25,Pfeffersport,BSV 1892,NA,NA,away
25,SV Empor Berlin II,DJK Schwarz-Weiß Neukölln,NA,NA,away
25,1.FC Schöneberg,Berliner SC II,NA,NA,away
25,SF Charlottenburg-Wilmersdorf 03,FC Internationale Berlin,NA,NA,away
25,SC Berliner Amateure,SF Johannisthal,NA,NA,away
25,Friedenauer TSC,Berlin Hilalspor,NA,NA,away
25,SC Borsigwalde,Berolina Mitte,NA,NA,away
26,BFC Preussen II,SV Empor Berlin II,NA,NA,home
26,FC Internationale Berlin,DJK Schwarz-Weiß Neukölln,NA,NA,home
26,1.FC Schöneberg,SF Charlottenburg-Wilmersdorf 03,NA,NA,home
26,Pfeffersport,Berlin Hilalspor,NA,NA,home
26,BSV Hürtürkel,SC Berliner Amateure,NA,NA,home
26,Berliner SC II,SF Johannisthal,NA,NA,home
26,Friedenauer TSC,SC Borsigwalde,NA,NA,home
26,BSV 1892,Berolina Mitte,NA,NA,home
26,SV Empor Berlin II,BFC Preussen II,NA,NA,away
26,DJK Schwarz-Weiß Neukölln,FC Internationale Berlin,NA,NA,away
26,SF Charlottenburg-Wilmersdorf 03,1.FC Schöneberg,NA,NA,away
26,Berlin Hilalspor,Pfeffersport,NA,NA,away
26,SC Berliner Amateure,BSV Hürtürkel,NA,NA,away
26,SF Johannisthal,Berliner SC II,NA,NA,away
26,SC Borsigwalde,Friedenauer TSC,NA,NA,away
26,Berolina Mitte,BSV 1892,NA,NA,away
27,SV Empor Berlin II,FC Internationale Berlin,NA,NA,home
27,SC Borsigwalde,DJK Schwarz-Weiß Neukölln,NA,NA,home
27,SF Charlottenburg-Wilmersdorf 03,BSV 1892,NA,NA,home
27,1.FC Schöneberg,BSV Hürtürkel,NA,NA,home
27,Pfeffersport,Berliner SC II,NA,NA,home
27,SF Johannisthal,Berlin Hilalspor,NA,NA,home
27,BFC Preussen II,Friedenauer TSC,NA,NA,home
27,SC Berliner Amateure,Berolina Mitte,NA,NA,home
27,FC Internationale Berlin,SV Empor Berlin II,NA,NA,away
27,DJK Schwarz-Weiß Neukölln,SC Borsigwalde,NA,NA,away
27,BSV 1892,SF Charlottenburg-Wilmersdorf 03,NA,NA,away
27,BSV Hürtürkel,1.FC Schöneberg,NA,NA,away
27,Berliner SC II,Pfeffersport,NA,NA,away
27,Berlin Hilalspor,SF Johannisthal,NA,NA,away
27,Friedenauer TSC,BFC Preussen II,NA,NA,away
27,Berolina Mitte,SC Berliner Amateure,NA,NA,away
28,BFC Preussen II,Pfeffersport,NA,NA,home
28,BSV Hürtürkel,SV Empor Berlin II,NA,NA,home
28,Friedenauer TSC,SF Charlottenburg-Wilmersdorf 03,NA,NA,home
28,1.FC Schöneberg,Berlin Hilalspor,NA,NA,home
28,BSV 1892,SC Berliner Amateure,NA,NA,home
28,FC Internationale Berlin,SF Johannisthal,NA,NA,home
